rainfall,temperature,aqi,traffic,platform_down,historical_orders,disruption_label,city_Bangalore,city_Chennai,city_Coimbatore,city_Hyderabad,city_Madurai,city_Salem
-1.0748682976169293,1.1258474389279929,-1.0505638744583603,-1.6825529971683244,0,113,0,False,True,False,False,False,False
-1.3892571959462254,-1.594217701626784,0.08638930642363703,0.3270136363998087,0,99,0,True,False,False,False,False,False
-1.6279534109110112,-1.5897629065808125,1.081683369262566,-1.1462568446271981,1,141,1,False,False,False,True,False,False
-0.051617941652486364,-1.5435759623516119,0.04264797101157812,0.5636678847889547,0,98,0,False,False,True,False,False,False
-1.2369898948107827,-0.42363039136868363,-0.7885580376868608,1.0425542815753164,0,115,0,False,False,False,False,True,False
0.4605158940983289,1.530802009587205,-0.9909412732184825,0.8276635508525406,0,116,0,False,True,False,False,False,False
1.3709461641125362,-1.6186768516394,0.48486583821216533,1.2048560312854641,0,98,1,False,False,False,False,True,False
-0.016092223320556015,-1.6492555592524234,0.5814491071462669,-1.6035666834183808,0,120,0,True,False,False,False,False,False
-0.12044862579842275,-1.7116957848082266,-0.8019697637887045,0.26356635455949445,0,84,0,False,False,True,False,False,False
1.7179343332909387,0.044036400891315865,-1.5719774134329367,-0.9577041277703615,0,112,1,False,False,True,False,False,False
-0.26194114726028916,0.5554281774964906,-1.6440828336214324,-0.5145359992278954,0,123,0,False,False,False,False,True,False
0.6074180329606884,-0.09144012872260694,-0.24645172769653467,0.43147979773052214,1,119,1,False,False,False,False,True,False
1.2354282076986667,-0.25597784925268063,0.9333238352890914,-0.05047389531165343,0,109,1,False,True,False,False,False,False
-0.10625604711912146,-1.4972893440163553,-0.22241506938172168,0.9935798143962931,0,115,0,False,False,True,False,False,False
-1.2056199641511052,-0.3285663143617468,-1.3557296773592291,0.40625500449759355,0,148,0,False,False,False,False,True,False
-0.47088456631009257,0.3559098714775883,-0.15560550788916466,1.0039782294979465,0,98,0,False,False,False,False,True,False
-1.0380193471983894,-1.3813101180759755,0.5556806868270968,0.6536910974548495,0,86,0,False,False,False,True,False,False
-1.3480692324805932,0.6684078046794878,1.051204452805513,0.47092356543129277,0,137,0,False,True,False,False,False,False
-1.3411995650275335,0.1578029699855663,0.4887450501426888,-1.4849808558678572,0,133,0,False,False,False,False,True,False
-0.35254443251803574,-0.21978704045177588,0.4890731389725149,0.2927181355895331,1,118,1,False,True,False,False,False,False
0.12859136085533343,1.2083503993924862,-0.2058211832931716,-0.45711156184745855,0,145,1,False,False,False,False,True,False
1.3708065792917763,-1.343120243072665,-0.06634963303862537,1.1685060247261343,0,95,1,True,False,False,False,False,False
-0.771716528703957,0.5528713340956141,-1.3213568313434336,-1.036641936107163,0,97,0,True,False,False,False,False,False
0.4823808799343805,-1.5404332500835904,-0.9228708327823807,-1.5450546027072658,0,83,1,False,False,False,False,True,False
0.7683226025188029,-1.2082674987033233,-1.2382067309568425,0.06351239455502183,0,134,1,False,False,False,True,False,False
-1.5599029480611832,-0.6418628203362925,-0.7983518188992337,-0.4100021797834905,0,121,0,False,False,False,False,True,False
1.6014969765222846,0.7107163838186891,-0.42534716685673507,-0.9115063495643332,0,123,1,False,False,True,False,False,False
-0.4952614504665552,-1.7194689255123954,-1.1354893595345241,1.1829294018489909,0,140,0,False,False,False,False,True,False
-0.8253541679331372,-0.8952997186939067,-1.3998225526949157,-0.9817436198697925,0,99,0,False,False,True,False,False,False
-0.5440284781508841,1.165226287669071,-0.882788054578254,-1.0774133915418596,0,93,0,False,False,False,True,False,False
0.8890969769737949,-1.2359724439258324,-1.4374174615208049,-0.2726741165381851,0,93,1,False,False,False,True,False,False
0.38081986820332353,-0.8533578997115754,1.307742649138905,-0.8812038626342686,0,122,0,False,True,False,False,False,False
1.6336814376866589,0.5719670219229729,0.09556374024990517,0.5392178445268548,0,126,1,False,False,False,True,False,False
-1.1377216151646574,1.2851850976571395,1.7206504851724223,0.9665710866566772,0,95,1,False,False,False,True,False,False
-1.1745281582388372,0.05617597682824255,0.09704186367642437,0.7438062680306078,0,145,0,False,False,False,True,False,False
0.736947213253776,0.2976126184528097,-1.1973117835523812,0.48882143809156264,0,112,1,True,False,False,False,False,False
1.5193419367643428,-0.7119196560939521,-0.7011124271246468,1.248454836730686,0,150,1,False,True,False,False,False,False
-0.3014095027070808,0.12315758867965344,-0.9948852269129316,-1.6775272118677198,0,91,0,True,False,False,False,False,False
1.6391421729660176,0.3078414043034022,-1.4563759967225214,1.507575614220772,0,136,1,False,False,True,False,False,False
0.2581092675575147,-1.6216243900330056,-0.19579926659970123,0.02885363958180782,0,95,0,False,True,False,False,False,False
1.2403904678134627,0.8231699181900781,1.6616443753799905,0.2680593432086426,0,80,1,False,False,False,True,False,False
-0.9950394097722148,-1.4110840006285195,0.6784724331396935,-1.1568048255871246,1,117,1,False,False,True,False,False,False
1.70285749479385,0.8141166047021613,-1.3252210049264894,1.1644693204809096,0,106,1,False,False,True,False,False,False
0.04578084661078144,-0.7955340469932692,-1.3368119654040544,1.1997091722501847,0,119,0,True,False,False,False,False,False
-0.3952867558686677,1.0194736593846714,1.3893024614668155,-0.6035708441567377,0,134,1,False,True,False,False,False,False
-0.1585155528500701,1.6030580419173799,1.3192961806175725,-0.5752615173157416,0,120,1,False,True,False,False,False,False
-0.48524277407442135,1.3373562241371975,0.47926472265370307,1.2409546586450313,0,144,1,False,True,False,False,False,False
0.1867549168217198,0.35648426906470393,0.4593339286197916,-0.5168248731842192,1,103,1,False,False,False,True,False,False
-0.5472720997764572,0.885132179917664,0.29973193266983517,-0.20566356172976868,0,95,0,False,True,False,False,False,False
0.5629053393669634,-1.578814776550097,1.4199172284068768,-1.6591397103907453,1,136,1,False,True,False,False,False,False
0.33874323333517814,-0.634733998937032,1.4497907830472707,-0.13126272388110174,0,92,1,False,False,False,True,False,False
0.46052273923554116,1.6323996268933096,-1.1777755380927901,0.03334082004726648,0,93,1,False,False,False,True,False,False
-1.112148172966125,-0.06917533070326273,0.37897587931386933,-0.4279795391446663,0,143,0,False,False,False,False,False,True
-0.4147343381285559,-1.2281155914882704,-0.8800634398588126,-1.3517888258614075,0,144,0,False,False,False,False,True,False
-1.1349295335161305,0.04838862955686877,0.553361632568864,-0.7449818385331471,0,122,0,False,False,False,True,False,False
1.0586658408694982,0.6750700917626804,-0.3009616078473381,0.694432127220758,0,80,1,False,False,False,False,True,False
0.8868061049455699,-0.31850548553497393,-1.7152445257039761,-1.3052260921340915,0,102,1,False,False,True,False,False,False
1.434237685153256,-1.1381890643698187,1.216159465120952,-1.1031090100813878,0,139,1,False,True,False,False,False,False
-1.6876221371787852,1.2759847733899157,-0.23956739414323358,-0.530365211681239,0,90,0,False,False,False,False,False,True
-1.297039073850126,-1.5501144981778237,0.8577279776228068,-1.1631877812347424,0,135,0,False,False,False,True,False,False
1.4567278979427547,-0.8999739947669939,0.6846054585437531,0.41983010203776017,0,136,1,False,True,False,False,False,False
1.51419992384172,-1.2648234425384497,-0.7033222754495341,-1.6783848294247619,0,116,1,False,False,False,False,True,False
-0.46340028212617224,-1.6785439735172145,1.0761569357935283,-1.0418110000688094,0,127,0,False,False,False,True,False,False
-1.407851348782927,-0.934290880757336,-0.12510575087092393,-1.5726913837390062,0,139,0,False,False,False,False,True,False
0.023432285448856456,0.9402239929314085,1.2902222437460635,-0.6476094436090034,0,143,1,False,True,False,False,False,False
0.9689338480134018,-1.7318628365279338,1.42233690796501,0.4660506093891371,0,114,1,False,False,False,False,True,False
0.8110756164209658,0.17113996186058208,0.9462304177618611,-0.5148518415229517,0,80,1,False,False,False,False,True,False
-1.0185397644137144,-0.4589327612611607,1.5183955961639723,-1.4914913721427114,0,89,0,False,False,False,True,False,False
1.5600444861331801,-0.6794416758856886,-0.052293224510783054,0.9926935404813265,0,123,1,False,True,False,False,False,False
-1.5558990238723713,-1.6253787120851328,-0.003139832508276565,0.8061154770306671,0,80,0,False,False,False,False,True,False
-0.502485935730922,-0.9624717792862785,1.5268138687055859,-0.744215344754087,0,106,0,False,False,False,False,True,False
-1.084544395896186,-0.1697836671406107,0.9138390129166324,-1.0611422839919513,0,127,0,False,False,False,True,False,False
-0.648488614859341,1.4142769680335208,-0.8418837911865275,0.7278395962738032,0,81,0,False,True,False,False,False,False
1.2501309239075238,-0.8726799283784605,-0.652013936431818,1.6052805679364281,0,139,1,False,True,False,False,False,False
1.4496360650170108,-0.6314929539047476,-0.5606653448007572,-0.8518850723758984,0,88,1,True,False,False,False,False,False
-1.1667376017130582,0.09545300973073634,-0.2843763908769648,-0.5201736256121233,0,134,0,False,False,True,False,False,False
1.3627239278895127,-1.0430920737965697,-1.54285650708831,0.330334583994123,0,149,1,False,False,False,True,False,False
1.3988967566375705,0.9170350525202032,-1.6599194888549702,1.029523152706758,0,148,1,True,False,False,False,False,False
-0.15104144686326829,0.25338838826117105,-0.6133935142365661,-0.27601325193626625,0,82,0,False,False,False,False,True,False
-1.4458816336449933,0.38215083614590006,-0.4926876498665969,1.5885611515257112,0,110,0,False,False,True,False,False,False
1.4779247664723363,1.2468935223185558,-1.0283264448738696,1.4259910158557056,0,80,1,False,False,False,False,False,True
1.028006210790807,-0.875966119379782,0.2503917398699856,0.39675484401956784,0,121,1,True,False,False,False,False,False
-1.237833523801307,-0.21220943074771242,0.6623797736362906,1.6168236496160773,0,97,0,False,False,True,False,False,False
-1.5071625312690788,0.7348663802818104,0.38624705558614597,-0.33268654830932876,0,118,0,False,False,False,True,False,False
0.2342785476981675,1.0753002857510352,1.13722325569322,-0.6556871638108457,0,132,1,False,False,False,False,False,True
0.794320948426188,-0.07103924815484011,-1.009235776207169,-1.2105226680218137,0,100,1,False,False,True,False,False,False
-1.4547848470698208,0.27047335838274544,0.29773066358164396,-0.7037067324964545,0,111,0,False,False,False,False,False,True
0.9207849897912459,-0.030708581550651145,-1.4230401453012531,1.0647539244560986,0,129,0,False,True,False,False,False,False
-1.4354599407989739,0.7680915829431268,1.1210580330575828,1.627691663449467,0,85,1,False,False,False,False,True,False
-1.7105366954666859,-0.8002277954064093,0.7346232572126481,1.2772402410360817,0,101,0,False,False,False,False,True,False
-0.9011629532418219,1.160627111524718,-0.9137034951973733,-0.5808613609456227,0,123,0,False,True,False,False,False,False
-1.471698825544862,1.2826300340163426,0.9686688378516918,0.2848729603915974,0,128,1,False,False,False,True,False,False
-0.5428713651061841,-1.5386728633404407,0.09911900956594628,-0.3694081082445301,0,125,0,False,False,False,False,True,False
1.6122557361873946,1.3097606225155811,-0.9333179443887066,-1.0812011494071263,0,132,1,False,True,False,False,False,False
1.6139211624053453,-0.02094707905579738,-1.6683733987550198,0.2614127326679407,0,88,1,False,False,False,False,False,True
0.2219825182166666,0.17704283129124482,0.5915635476357708,-0.46300611045714846,1,148,1,True,False,False,False,False,False
0.03231417342269506,-0.23216441405511662,0.2320263179286096,-0.8747798695871468,0,137,0,True,False,False,False,False,False
1.4825115415761756,-0.6930198182338652,0.5924249191358764,-1.6763009199158017,0,96,1,False,False,False,False,True,False
-1.2592051133030528,-1.1179922992127447,-0.041837068282438356,1.1514900884948271,0,96,0,False,False,False,True,False,False
-0.053786918719520856,1.6410238338223841,0.5677881024677686,0.5196229717204998,0,142,1,False,False,False,False,True,False
1.0205427613005633,0.5281903793982687,1.2824131531538017,-1.66102915883126,0,115,1,False,False,True,False,False,False
-0.585819614576176,0.20710569694653763,-0.40722398749269506,1.147574739337049,0,148,0,True,False,False,False,False,False
-1.6694644732104076,-1.2725004511368194,-1.1942811480776112,-0.7250221942037797,0,129,0,False,False,False,True,False,False
1.433024540391492,-1.2220389474324298,0.6063907505746624,0.1819263081642858,0,92,1,False,True,False,False,False,False
-1.039447663740862,1.563902226325381,-1.5680053976611852,-0.971625887749093,0,112,0,False,False,True,False,False,False
0.9511758179887876,1.1650520534981164,-1.5876258697555918,0.09916309160794995,0,110,1,False,False,False,False,True,False
0.4184358036847348,0.9708260337100664,-0.6932799267706309,1.610643525554641,0,107,1,False,False,True,False,False,False
1.429948020925012,0.7457577979029141,-0.6170558625466406,-0.9212439769323605,0,115,1,False,False,False,False,True,False
-0.6580471679168747,-1.4847876837646192,-1.1712314865498374,0.10119906005953595,0,98,0,False,False,False,False,True,False
-1.5114143240939013,0.8851603918292054,-0.5027908196230868,1.241556148883835,0,83,1,False,False,True,False,False,False
1.492134295555945,-0.9215176612870114,1.7422288138389348,0.913841312732773,0,100,1,False,True,False,False,False,False
1.0818165149658097,1.4478998263106624,0.7583735742573053,-0.8561723261078862,0,150,1,True,False,False,False,False,False
